Text_Ori,Text_clear,Label,Label_2,Check,Final_Label
"dò dẫm đi từng bước một, như dẫm trên lớp băng mỏng nhưng càng bước càng thấy sai. chỉ biết bước tiếp, sai lại tìm đường khác, vòng đi vòng lại vẫn tay trắng","dò dẫm đi từng bước một, như dẫm trên lớp băng mỏng nhưng càng bước càng thấy sai. chỉ biết bước tiếp, sai lại tìm đường khác, vòng đi vòng lại vẫn tay trắng",2,,,2
"17 tuổi chọn cho kĩ, nếu học được cứ ráng học, đừng chọn đi làm sớm với mớ kiến thức hạn hẹp, khi có cái bằng bạn có nhiều lựa chọn công việc, còn không có bằng cấp bạn chỉ có thể chọn những công việc tay chân nó vất vả hơn nhiều. Để đến 23-24t lựa đi học lại, nó không muộn nhưng nó sẽ mất nhiều thời gian của bạn, cố gắng nhé những bạn 17tuổi","17 tuổi chọn cho kĩ, nếu học được cứ ráng học, đừng chọn đi làm sớm với mớ kiến thức hạn hẹp, khi có cái bằng bạn có nhiều lựa chọn công việc, còn không có bằng cấp bạn chỉ có thể chọn những công việc tay chân nó vất vả hơn nhiều. Để đến 23-24 tuổi lựa đi học lại, nó không muộn nhưng nó sẽ mất nhiều thời gian của bạn, cố gắng nhé những bạn 17tuổi",2,,,2
Sao 17t mà suy nghi nhiều quá đi huhu Ko vui vẻ thoải mái như bao người bằng tuổi mik 🥺🥺🥺,Sao 17 tuổi mà suy nghĩ nhiều quá đi huhu không vui vẻ thoải mái như bao người bằng tuổi mình,1,,,1
nhìn các bạn đăng ký đại học chỉ biết ngồi nhìn thôi,nhìn các bạn đăng ký đại học chỉ biết ngồi nhìn thôi,2,,,2
mình vừa tốt nghiệp xong ( tuy hoc trễ 1 năm ) sau khi kết thúc năm học ngày hôm sau mình xin làm ở quán nước nhưng lương thấp mình đi làm cty ,mình vừa tốt nghiệp xong ( tuy hoc trễ 1 năm ) sau khi kết thúc năm học ngày hôm sau mình xin làm ở quán nước nhưng lương thấp mình đi làm công ty,2,,,2
"Năm nay tui 17 tuổi và tui đã đắn đo suy nghĩ có nên đi học lại hay không và tự nhiên năm nay có lễ A50 và tui đã đi xem ngày lễ ấy đã giúp ngọn lửa ước mơ đc thắp sáng 1 lần nữa nên tôi đã chọn đi học lại và theo đuổi ước mơ 1 lần nữa, ước mơ của tôi đơn giản lắm là đc làm 1 anh sỹ quan giúp đỡ nhân dân❤","Năm nay tui 17 tuổi và tui đã đắn đo suy nghĩ có nên đi học lại hay không và tự nhiên năm nay có lễ A50 và tui đã đi xem ngày lễ ấy đã giúp ngọn lửa ước mơ được thắp sáng 1 lần nữa nên tôi đã chọn đi học lại và theo đuổi ước mơ 1 lần nữa, ước mơ của tôi đơn giản lắm là được làm 1 anh sỹ quan giúp đỡ nhân dân",2,,,2
"Hãy học đi, cũng 17t hết lớp 10 đi làm nhìn các anh chị sinh viên mà hối hận, đi làm ai cũng hỏi:""cháu sinh viên à,đang học trường gì"". không biết trả lời kiểu gì luôn.Đang quết tâm học lại c3 để được vào đại học đay","Hãy học đi, cũng 17 tuổi hết lớp 10 đi làm nhìn các anh chị sinh viên mà hối hận, đi làm ai cũng hỏi:""cháu sinh viên à,đang học trường gì"". không biết trả lời kiểu gì luôn.Đang quết tâm học lại cấp 3 để được vào đại học đay",2,,,2
17 tuổi lỡ có bầu quyết định nghỉ học lấy chồng không biết bản thân có đang đi đúng đường kh nữa☺,17 tuổi lỡ có bầu quyết định nghỉ học lấy chồng không biết bản thân có đang đi đúng đường khhông nữa,1,,,1
"Tuổi 17 là tuổi để dấn thân và chấp nhận thất bại nhé đó là kiến thức để tuổi 30 e thật thành công nhé em, đừng lo sợ mà hãy trãi nghiệm","Tuổi 17 là tuổi để dấn thân và chấp nhận thất bại nhé đó là kiến thức để tuổi 30 em thật thành công nhé em, đừng lo sợ mà hãy trải nghiệm",2,,,2
"tuổi 17 bước chân ra đời không gì là dễ dàng cả , 17tuổi nhưng bố mẹ không giống như bố mẹ người khác chỉ nhĩ mỗi tiền , 17 tuổi không dễ dàng gì với mình cả ☺","tuổi 17 bước chân ra đời không gì là dễ dàng cả , 17tuổi nhưng bố mẹ không giống như bố mẹ người khác chỉ nghĩ mỗi tiền , 17 tuổi không dễ dàng gì với mình cả ",1,,,1
"dám ươc mơ, nhưng tớ không dám làm vì sợ mình không nổi kèm theo sợ bố mẹ có tuổi rồi, nhưng phải nuôi mình 4 năm đại học nữa tớ rất sợ☺","dám ươc mơ, nhưng tớ không dám làm vì sợ mình không nổi kèm theo sợ bố mẹ có tuổi rồi, nhưng phải nuôi mình 4 năm đại học nữa tớ rất sợ",1,,,1
"17 tuổi có quá nhiều thứ phải snghi phải làm,sợ ước mơ dang dở,sợ bố mẹ già đi mỗi ngày,sợ bthan thất bại…bế tắc,áp lực của đồng tiền,cái tuổi này chênh vênh quá","17 tuổi có quá nhiều thứ phải suy nghĩ phải làm,sợ ước mơ dang dở,sợ bố mẹ già đi mỗi ngày,sợ bản thân thất bại…bế tắc,áp lực của đồng tiền,cái tuổi này chênh vênh quá",1,,,1
chọn gì thì chọn chứ đừng chọn nghỉ học sau này hối hận ấy mn nên nếu đc học thì mn hãy học chứ đừng chọn cách như tôi h đang mong lung về bản thân🥺🥺🥺,chọn gì thì chọn chứ đừng chọn nghỉ học sau này hối hận ấy mọi người nên nếu được học thì mọi người hãy học chứ đừng chọn cách như tôi giờ đang mông lung về bản thân,1,,,1
"bâyh 17t suy nghĩ rất nhiều thứ luôn. cái gì cũng sợ, sợ kh đỗ, sợ kh đi đúng đường, sợ ba mẹ thất vọng 😭","bây giờ 17 tuổi suy nghĩ rất nhiều thứ luôn. cái gì cũng sợ, sợ không đỗ, sợ không đi đúng đường, sợ ba mẹ thất vọng ",1,,,1
17-18t bước ra khỏi cánh cổng quen thuộc điều đợi chờ phía trước không phải là một con đường màu hồng mà là 1 đoạn đường gập gềnh dẫu khó khăn chỉ mong bản thân sẽ vẫn cố gắng mỉm cười và đi tiếp ☺,17-18 tuổi bước ra khỏi cánh cổng quen thuộc điều đợi chờ phía trước không phải là một con đường màu hồng mà là 1 đoạn đường gập gềnh dẫu khó khăn chỉ mong bản thân sẽ vẫn cố gắng mỉm cười và đi tiếp ,2,,,2
"17 tuổi ước mơ sẽ đỗ đại học mình mong ước , sẽ thực hiện những điều mình muốn khi là sinh viên nhưng mà hiện tại ở tuổi 18 lại từ bỏ ước mơ của mình để đi làm chỉ vì những suy nghĩ nản lòng của bản thân","17 tuổi ước mơ sẽ đỗ đại học mình mong ước , sẽ thực hiện những điều mình muốn khi là sinh viên nhưng mà hiện tại ở tuổi 18 lại từ bỏ ước mơ của mình để đi làm chỉ vì những suy nghĩ nản lòng của bản thân",1,,,1
"Năm 17, từng tự đặt dấu chấm hết cho cuộc đời mình. Sau đó quen biết một người, học cách nhìn nhận và lắng nghe, rồi lại quyết định đặt dấu chấm phẩy. Cứ bước những bước đầu tiên vào đời, dù có vấp ngã nhưng nhất định không được bỏ cuộc.","Năm 17, từng tự đặt dấu chấm hết cho cuộc đời mình. Sau đó quen biết một người, học cách nhìn nhận và lắng nghe, rồi lại quyết định đặt dấu chấm phẩy. Cứ bước những bước đầu tiên vào đời, dù có vấp ngã nhưng nhất định không được bỏ cuộc.",2,,,2
"Dám ươc mơ, nhưng tớ không dám làm vì sợ mình khongg với nổi🥹","Dám ước mơ, nhưng tớ không dám làm vì sợ mình không với nổi",1,,,1
"Tuổi 17 chênh vênh quá các b ơi, kì thì này đến kì thì khác, bận lo cho dự định những ước mơ thực sự không dễ dàng ☺","Tuổi 17 chênh vênh quá các bạn ơi, kì thì này đến kì thì khác, bận lo cho dự định những ước mơ thực sự không dễ dàng ",1,,,1
Tuổi 17 của tui học xong 12 là ra đời kiếm tiền đi làm nma bị lừa 😔 bn bè thì đi học hết hh k dám than trách vì bản thân học dốt chậm hiểu làm gì cũng lề mề nữa,Tuổi 17 của tui học xong 12 là ra đời kiếm tiền đi làm nhưng mà bị lừa bạn bè thì đi học hết hối hận không dám than trách vì bản thân học dốt chậm hiểu làm gì cũng lề mề nữa,2,,,2
"mình bảo con nghỉ học rồi mẹ,và mẹ mình bảo không học nữa thì mai sau con làm gì.Con cũng quyết định rồi, và mẹ bảo thế đừng trách bố mẹ là không bảo được con. Con làm gì phải trách bố mẹ mà trách con không học hành đoàng hoàng mà thôi 😞😞😞","mình bảo con nghỉ học rồi mẹ,và mẹ mình bảo không học nữa thì mai sau con làm gì.Con cũng quyết định rồi, và mẹ bảo thế đừng trách bố mẹ là không bảo được con. Con làm gì phải trách bố mẹ mà trách con không học hành đoàng hoàng mà thôi ",2,,,2
"hồi bé thì muốn lớn thật nhanh, nma khi lớn rùi thì lại muốn trở lại 1 đứa bé ngây thơ k phải lo nghĩ 😅😅","hồi bé thì muốn lớn thật nhanh, nhưng mà khi lớn rồi thì lại muốn trở lại 1 đứa bé ngây thơ không phải lo nghĩ ",2,,,2
tuổi 17 có lẻ là 1c tuổi đang được trưởng thành ra đời sớm đi làm k được nhiu tiền mà còn mất vàng tuổi 17 chênh vênh có thể nó là 1 phần quá khứ đau nhất ☺,tuổi 17 có lẻ là 1 cái tuổi đang được trưởng thành ra đời sớm đi làm không được nhiu tiền mà còn mất vàng tuổi 17 chênh vênh có thể nó là 1 phần quá khứ đau nhất ,2,,,2
"em năm nay cx 17 đang đứng giữa những lựa chọn là bây h lm công nhật hay vô công nhân , lm công nhật thì nhiều tiền hơn vì e còn phải phụ mẹ lo cho anh hai đi hc , vừa muốn đi hc lại để sau này còn có cái nghề nhma gđ thiếu thốn như v cx chả bt lm s","em năm nay cũng 17 đang đứng giữa những lựa chọn là bây giờ làm công nhật hay vô công nhân , làm công nhật thì nhiều tiền hơn vì em còn phải phụ mẹ lo cho anh hai đi học , vừa muốn đi học lại để sau này còn có cái nghề nhưng mà gia đình thiếu thốn như vậy cũng chả biết làm sao",1,,,1
"17 tuổi, vấn thân vào nhà nước làm, giờ lương kh ổn định, làm cũng mấy năm, gần 2 chục rồi, đang đợi lệnh nghỉ, nghỉ xong vẫn chưa biết nên làm gì","17 tuổi, vấn thân vào nhà nước làm, giờ lương không ổn định, làm cũng mấy năm, gần 2 chục rồi, đang đợi lệnh nghỉ, nghỉ xong vẫn chưa biết nên làm gì",1,,,1
Nên nghi hoc hay hoc tiep?,Nên nghỉ học hay học tiếp?,1,,,1
ước mơ có thể chạm đc đến nhm học 4 năm thì khổ ba mẹ quá,ước mơ có thể chạm được đến nhưng mà học 4 năm thì khổ ba mẹ quá,1,,,1
học đại học hay đi đức phân vân quá,học đại học hay đi đức phân vân quá,1,,,1
"Bố mẹ già yếu mệt nhọc, cũng muốn học đại học nhưng bố mẹ k có sức khoẻ nữa. Không còn có thể gắng, không thể đợi em 6 năm gây dựng tương lai 😞","Bố mẹ già yếu mệt nhọc, cũng muốn học đại học nhưng bố mẹ không có sức khoẻ nữa. Không còn có thể gắng, không thể đợi em 6 năm gây dựng tương lai ",1,,,1
"Lúc t 17 tuổi chọn sai nghĩ lại hối hận lắm nè, nên các bạn trẻ làm gì suy nghĩ kĩ nha","Lúc tôi 17 tuổi chọn sai nghĩ lại hối hận lắm nè, nên các bạn trẻ làm gì suy nghĩ kĩ nha",2,,,2
nên học tiếp hay đi nước có thế thôi cũng suy nghĩ mãi không xong,nên học tiếp hay đi nước có thế thôi cũng suy nghĩ mãi không xong,1,,,1
"18 tuổi cx chênh vênh quá trời , nghỉ học sớm đi làm cx mệt mỏi vất vả, cx suy nghĩ nhiều nhưng giờ lo cho đc mẹ quá mừng + 1 công việc cx ổn định 🥰","18 tuổi cũng chênh vênh quá trời , nghỉ học sớm đi làm cũng mệt mỏi vất vả, cũng suy nghĩ nhiều nhưng giờ lo cho được mẹ quá mừng + 1 công việc cũng ổn định ",1,,,1
năm sau tớ thi đại học rồi tớ đang phân vân nên theo đuổi ước mơ hơn 6 năm nay ko,năm sau tớ thi đại học rồi tớ đang phân vân nên theo đuổi ước mơ hơn 6 năm nay không,1,,,1
Thú thật đôi khi là nghề chọn người chứ ko phải là lúc nào cx là người chọn nghề đâu 😌,Thú thật đôi khi là nghề chọn người chứ không phải là lúc nào cũng là người chọn nghề đâu ,2,,,2
"""sao lại thấy chênh vênh quá""đêm nào cũng nằm suy nghĩ không bt sắp tới thứ chờ đợi là gì 😌","""sao lại thấy chênh vênh quá""đêm nào cũng nằm suy nghĩ không biết sắp tới thứ chờ đợi là gì ",1,,,1
"ở tuổi 17 e ngộ nhận ra được rất nhiều điều bỏ dở 3 năm , h bắt đầu lại với mơ ước của mình","ở tuổi 17 em ngộ nhận ra được rất nhiều điều bỏ dở 3 năm , giờ bắt đầu lại với mơ ước của mình",2,,,2
15 tuổi suy nghĩ 3 năm nữa mình đi ai sẽ là người lo cho bame khi mình ở xa nhà 😢😢,15 tuổi suy nghĩ 3 năm nữa mình đi ai sẽ là người lo cho ba me khi mình ở xa nhà ,1,,,1
"17 đã đẻ con , giờ nhiều thứ phải lo lắm cố lên tôi ơi 🥰","17 đã đẻ con , giờ nhiều thứ phải lo lắm cố lên tôi ơi ",2,,,2
